fc.annotation...c..GeneID...,X15.bam,X18.bam,X2.bam,X33.bam
LOC105375979,0,0,0,0
RNU6-1260P,0,0,0,0
LDHAP4,0,0,0,0
LOC105375980,0,0,0,1
LOC389705,0,1,0,2
CLCN3P1,0,0,1,1
PSIP1P1,0,3,0,1
RNU6-559P,0,0,0,0
TTC39B,1,5,13,7
RPL7P33,0,0,1,0
SNAPC3,5,10,3,14
RNU6-319P,0,0,0,0
PSIP1,7,6,12,20
LOC107987048,0,0,0,0
RN7SL98P,0,0,0,0
FTH1P12,2,4,4,3
RNU6-246P,0,0,0,0
CCDC171,5,9,5,5
HMGN2P16,0,0,0,0
RNU6-14P,0,0,0,0
LOC107987049,0,0,0,0
C9orf92,2,1,0,1
BNC2,9,14,9,14
BNC2-AS1,0,0,0,0
LSM1P1,0,0,0,0
LOC105375983,0,4,0,0
RN7SL720P,0,0,0,0
RPL31P42,0,0,0,0
CNTLN,14,17,16,10
SAMM50P1,0,0,0,0
LOC107987051,0,1,1,0
SH3GL2,1,2,1,3
PABPC1P11,0,0,0,0
LOC105375987,0,1,0,0
ADAMTSL1,8,14,1,6
PUS7P1,0,0,0,0
LOC107986990,0,0,0,0
LOC105369293,0,0,0,0
MIR3152,0,0,0,0
RN7SKP258,0,0,0,0
LOC102724102,0,0,0,0
RAP1BP1,0,0,0,0
LOC105375985,0,0,0,0
SAXO1,3,4,1,5
PSMC3P1,0,0,0,0
RRAGA,1,8,1,7
HAUS6,1,8,5,6
SCARNA8,0,0,0,0
RNU6-264P,0,0,0,0
PLIN2,2,3,9,10
RPS6P10,4,7,7,3
DENND4C,9,16,23,24
RPS6,112,131,186,275
NDUFA5P3,0,0,0,0
ACER2,0,2,1,1
MAP1LC3BP1,0,0,0,0
LOC105375988,0,1,0,0
SLC24A2,10,8,5,11
C11orf98P1,0,0,0,0
CLK3P1,0,0,0,0
GLRX3P1,0,0,0,0
SMNP,0,0,0,0
MLLT3,12,10,26,16
MIR4473,0,0,0,0
RNU4-26P,0,0,0,0
MIR4474,0,0,0,0
RPL7AP48,0,0,0,0
LOC107987052,0,0,0,0
FOCAD,8,11,9,8
FOCAD-AS1,0,0,0,0
MIR491,0,0,0,0
SNORA30B,0,0,0,0
HACD4,3,3,8,6
LOC105375989,0,0,0,0
IFNNP1,0,0,0,0
IFNB1,0,0,0,0
IFNWP4,0,0,0,0
IFNW1,0,0,0,0
IFNA21,0,0,0,0
IFNWP15,0,0,0,0
IFNA4,0,0,0,0
IFNWP9,0,0,0,0
IFNA7,0,0,0,0
IFNA10,0,0,0,0
IFNWP18,0,0,0,0
IFNA16,0,0,0,0
IFNA17,0,0,0,0
IFNWP5,0,0,0,0
IFNA14,0,0,0,0
LOC107987053,1,1,7,7
IFNA22P,0,0,0,0
IFNA5,0,0,0,0
IFNA20P,0,0,0,0
KLHL9,0,0,0,0
IFNA6,0,0,0,0
IFNA13,0,0,0,0
IFNA2,0,0,0,0
IFNA11P,0,0,0,0
IFNA12P,0,0,0,0
IFNA8,0,0,0,0
IFNWP2,0,0,0,0
IFNA1,0,0,0,0
MIR31HG,1,2,1,1
IFNWP19,0,0,0,0
IFNE,0,0,0,0
MIR31,0,0,0,0
H3P30,0,0,0,0
KHSRPP1,0,0,0,0
LOC107987026,3,1,1,0
MTAP,4,8,6,10
TUBB8P1,0,0,0,0
CDKN2A-DT,0,0,0,0
CDKN2A,1,1,1,0
CDKN2B-AS1,0,3,1,4
CDKN2B,0,0,0,0
UBA52P6,0,0,0,0
DMRTA1,1,0,0,0
LINC01239,1,1,3,1
LOC107987054,0,0,0,0
CLIC4P1,0,0,0,0
LOC105375990,0,0,0,1
LOC107987055,4,3,0,4
LOC105369298,0,0,0,0
LOC101929563,1,2,1,3
SUMO2P2,0,0,0,0
NOP56P2,0,0,0,0
ELAVL2,1,4,3,3
LOC105375992,0,0,0,0
LOC105375993,0,3,0,0
LOC100419692,0,0,0,0
LOC105375994,0,0,0,0
IZUMO3,0,0,0,0
RMRPP5,0,0,0,0
RN7SKP120,0,0,0,0
LOC107987056,0,0,0,0
LOC105375996,1,0,0,0
LOC105375997,0,0,0,0
TUSC1,0,0,0,0
LINC01241,1,0,0,2
FAM71BP1,0,0,0,0
LOC100506422,0,2,0,1
LOC107987027,0,0,0,0
LOC105375999,0,5,1,1
LOC105369289,0,0,0,0
LOC105376000,0,1,0,2
LOC107987028,0,1,0,0
CAAP1,0,11,11,6
H3P31,0,0,0,0
RN7SL100P,0,0,0,0
PLAA,3,8,7,6
IFT74,4,4,3,8
IFT74-AS1,0,0,0,0
LRRC19,0,0,0,0
TEK,1,1,0,3
RNA5SP280,0,0,0,0
RPL36AP34,0,0,0,0
LINC00032,4,1,1,1
EQTN,0,1,0,0
MOB3B,6,6,6,9
LOC105376001,0,0,0,0
IFNK,0,0,0,0
LOC112268043,0,0,0,0
LOC107987057,0,0,0,1
C9orf72,15,13,14,15
CTAGE12P,0,0,0,0
LOC107987058,0,0,0,0
LOC105376002,1,2,0,2
LINGO2,8,37,10,22
LOC646700,0,0,0,0
LOC105376004,0,0,0,0
KCTD10P1,0,0,0,0
LOC105376003,0,0,0,0
MIR876,0,0,0,0
MIR873,0,0,0,0
PDK1P1,0,0,0,0
LOC105376005,0,0,0,0
ME2P1,0,0,0,0
LINC01242,0,0,1,1
SLC4A1APP1,0,0,1,0
CDRT15P5,0,0,0,0
RBMXP2,0,2,0,0
KRT18P66,0,0,0,0
KRT18P36,0,0,0,0
RPS26P2,0,0,1,0
FTLP4,0,0,0,0
HSPA8P17,0,0,0,0
LOC107987029,0,0,0,0
LOC105376009,0,0,0,0
SLC25A6P2,0,0,0,0
LINC01243,0,0,0,0
MTATP6P30,0,0,0,0
MTCO3P30,0,0,0,0
LOC105376010,2,1,1,1
HMGB3P23,0,0,0,0
LOC105376013,0,0,0,0
LOC105376011,0,1,0,0
LOC107987059,0,0,2,0
RNA5SP281,0,0,0,0
SLC25A5P8,0,0,0,0
ACO1,2,2,4,6
DDX58,9,13,8,18
TOPORS,5,7,11,12
SMIM27,0,2,2,3
NDUFB6,0,1,1,1
DFFBP1,0,0,0,0
LOC105376015,0,0,0,0
TAF1L,0,0,0,1
SNRPCP1,0,0,0,0
LOC105376017,1,1,1,1
RPS11P4,0,0,0,0
LOC105376016,0,0,0,0
TMEM215,0,0,0,0
LOC107987060,0,0,0,0
BOLA3P4,0,0,0,0
ASS1P12,0,0,0,0
APTX,5,6,3,3
TCEA1P4,0,0,0,0
LAGE3P1,0,0,0,0
DNAJA1,3,8,22,11
SMU1,7,2,9,10
B4GALT1,18,27,55,47
MIR12117,0,0,0,0
B4GALT1-AS1,0,0,0,1
RNU4ATAC15P,0,0,0,0
SPINK4,0,0,0,0
BAG1,75,77,90,65
CHMP5,4,4,8,1
LOC100862682,0,0,0,0
NFX1,6,12,16,14
LOC105376018,0,0,0,0
AQP7,0,2,0,0
LOC105376020,0,0,0,0
AQP3,1,3,3,2
NOL6,0,0,4,4
MIR6851,0,0,0,0
LOC107987061,0,0,1,0
SUGT1P1,0,0,0,0
VN1R47P,0,0,0,0
ANKRD18B,0,0,0,1
bA255A11.4,0,0,0,0
SNX18P7,0,0,0,0
CYP4F26P,0,0,0,0
PRSS3P4,0,0,0,0
TRBV20OR9-2,0,0,0,0
ANXA2P2,0,0,2,0
TRBV21OR9-2,0,0,0,0
TRBV22OR9-2,0,0,0,0
TRBV23OR9-2,0,0,0,0
TRBV24OR9-2,0,0,0,0
TRBV25OR9-2,0,0,0,0
PTENP1,1,1,4,1
PTENP1-AS,0,0,0,0
TRBVAOR9-2,0,0,0,0
TRBV26OR9-2,0,0,0,0
LINC01251,1,0,0,0
PRSS3,1,1,0,1
TRBV29OR9-2,0,0,0,0
UBE2R2,43,47,63,51
RNU4ATAC11P,0,0,0,0
UBAP2,6,16,19,13
SNORD121B,0,0,0,0
SNORD121A,0,0,0,0
OSTCP8,0,0,0,0
RNU7-36P,0,0,0,0
RN7SKP114,0,0,0,0
DCAF12,126,200,151,154
TUBB4BP2,0,0,0,0
TUBBP4,0,0,0,0
IMPDH1P1,0,0,0,0
UBAP1,8,11,32,10
LOC114224,0,0,0,0
RPL35AP2,0,0,0,0
RNA5SP282,0,0,0,0
RPS8P9,0,0,0,0
KIF24,2,2,0,2
RNU2-50P,0,0,0,0
SERPINH1P1,0,0,0,0
NUDT2,0,1,0,1
MYORG,0,0,1,0
C9orf24,1,0,0,1
FAM219A,2,2,11,3
DNAI1,1,1,0,2
RN7SKP24,0,0,0,0
ENHO,0,0,1,1
CNTFR,0,0,0,0
CNTFR-AS1,0,0,0,0
LOC105376023,0,0,0,0
RPP25L,1,0,1,3
DCTN3,2,2,5,4
ARID3C,0,1,0,0
SIGMAR1,1,1,2,0
GALT,1,2,4,0
IL11RA,2,1,3,7
CCL27,0,0,0,0
LOC730098,0,0,0,0
LOC107987063,0,1,0,0
CCL19,0,0,0,0
CCL21,0,0,0,0
FAM205A,0,0,0,0
PHF24,3,5,0,3
FAM205BP,0,0,0,0
FAM205C,0,0,0,0
GLULP4,0,0,0,0
YWHAZP6,0,0,0,0
DNAJB5-DT,2,0,0,0
DNAJB5,0,0,0,1
LOC100420114,0,0,0,0
SYF2P2,0,0,0,0
LOC105376025,0,0,0,1
C9orf131,0,0,0,0
RN7SL338P,0,0,0,0
VCP,7,14,15,16
FANCG,0,0,1,0
PIGO,1,1,0,0
STOML2,4,4,7,1
FAM214B,7,12,11,5
LOC730110,0,0,0,0
UNC13B,2,6,0,6
ATP8B5P,2,5,0,0
ZFAND6P1,0,0,0,0
RUSC2,1,3,1,3
LOC105376026,0,0,0,0
RPL36AP33,0,0,0,0
FAM166B,0,0,0,0
RPS29P17,0,1,0,0
TESK1,0,0,2,2
MIR4667,0,0,0,0
CD72,0,1,1,1
LOC101926948,0,0,0,0
SIT1,1,0,1,2
RMRP,0,0,0,0
CCDC107,0,0,0,0
ARHGEF39,0,0,0,0
RN7SL22P,0,0,0,0
CA9,0,1,0,0
TPM2,0,1,0,1
TLN1,28,23,50,32
MIR6852,0,0,0,0
CREB3,1,1,1,3
MIR6853,0,0,0,0
GBA2,1,2,1,2
RGP1,2,5,11,5
MSMP,0,0,0,0
NPR2,0,0,1,1
SPAG8,0,0,0,0
HINT2,0,1,1,1
FAM221B,0,0,0,0
TMEM8B,2,1,1,1
OR13E1P,0,0,0,0
OR13J1,0,0,0,0
NDUFA5P4,0,0,0,0
HRCT1,0,0,0,0
SPAAR,0,0,0,0
PGAM1P2,0,0,0,0
OR2S2,0,0,0,0
YBX1P10,44,39,33,22
OR13C6P,0,0,0,0
OR13C7,0,0,0,0
OR2S1P,0,0,0,0
OR2AM1P,0,0,1,0
RECK,5,9,2,6
GLIPR2,24,18,25,23
CCIN,0,0,0,0
CLTA,1,4,9,4
GNE,5,4,6,1
LOC102724322,0,3,4,4
RNU4-53P,0,0,0,0
HMGB3P24,0,0,0,0
RNF38,15,35,37,24
MRPS21P4,0,0,0,0
MELK,3,4,0,7
LOC105376030,0,0,0,0
MIR4475,0,0,0,0
PAX5,9,17,5,13
MIR4540,0,0,0,0
MIR4476,0,0,0,0
LOC105376032,0,0,0,0
LOC105376031,0,0,0,0
RPL32P21,0,1,0,0
EBLN3P,2,10,15,10
LOC105376034,1,0,0,0
ZCCHC7,22,27,33,22
LOC105376033,0,0,0,0
RNU6-677P,0,0,0,0
LOC105376035,2,2,0,1
LINC01627,0,0,0,0
GRHPR,2,0,4,1
CHCHD4P3,0,0,0,0
ZBTB5,4,0,3,3
KCTD9P3,0,0,0,0
POLR1E,1,0,1,3
RPL21P83,0,0,0,0
FBXO10,2,2,0,6
TOMM5,0,0,3,6
FRMPD1,2,1,6,5
RAB1C,0,0,0,0
RN7SKP171,0,0,0,0
TRMT10B,3,1,3,8
EXOSC3,1,0,0,0
LOC105376037,0,1,1,0
DCAF10,4,21,8,13
MRPS10P5,0,0,0,0
SLC25A51,0,0,0,0
PAICSP1,0,0,0,0
TMX2P1,0,0,0,0
SHB,3,4,0,1
RNU7-124P,0,0,0,0
LOC105376039,0,0,0,0
LOC107987064,1,0,0,2
LOC107987065,0,0,0,0
LOC105376040,0,0,0,0
ALDH1B1,0,0,0,0
IGFBPL1,1,0,0,0
LOC105376041,0,0,0,0
ARMC8P1,0,0,0,0
TCEA1P3,0,0,0,0
LOC105376042,0,0,0,0
VN1R48P,0,0,0,0
FAM220BP,0,0,0,0
FAM95C,0,0,0,0
CYP4F33P,0,0,0,0
ANKRD18A,3,0,2,0
SNX18P3,0,0,0,0
FAM201A,0,0,0,0
YWHABP1,0,0,0,0
RNU6-765P,0,0,0,0
FAM240B,0,0,0,0
LOC105376043,2,1,0,0
LOC105376044,0,0,0,0
LOC101927042,0,3,0,0
VN2R3P,0,0,1,0
CNTNAP3,8,21,18,7
RBM17P1,0,0,0,0
RN7SL640P,0,0,0,0
LOC100420437,0,0,0,0
LOC105376045,0,0,0,0
SPATA31A1,0,0,0,0
FAM74A1,0,0,0,0
ZNF658B,0,0,0,0
SKP1P3,1,0,0,0
CNTNAP3P3,0,0,0,0
FKBP4P2,0,0,0,0
SDR42E1P1,0,0,0,0
ATP5F1AP8,0,0,0,0
LOC105376046,0,0,0,0
RAB28P1,0,0,0,0
RBPJP5,0,0,0,0
CNTNAP3P6,0,0,0,0
GLIDR,0,0,0,0
FGF7P3,0,0,1,0
LOC554249,0,0,0,0
RN7SL763P,0,0,0,0
LOC105376050,3,3,3,3
LOC107986992,1,0,0,0
LOC107986991,1,1,0,3
LOC100419924,0,0,0,0
CDRT15P14,0,0,0,0
LOC112268033,0,0,0,0
LOC112268034,0,0,0,0
MEP1AP1,0,0,0,0
LOC102724431,0,0,0,1
LOC105369249,0,0,0,0
ANKRD20A2P,0,0,0,2
RNU6-1269P,0,0,0,0
SNX18P8,0,0,0,0
FAM95B1,0,0,0,0
LOC100419690,0,0,0,0
CNN2P2,0,0,0,0
GXYLT1P3,0,0,0,0
LOC107986995,0,0,0,0
AQP7P5,0,0,0,0
LOC102724580,0,0,1,0
BMS1P14,0,0,0,1
LOC107984006,0,0,0,0
LOC107986993,0,0,0,0
IGKV1OR9-2,0,0,0,0
LOC103047893,0,0,0,0
LOC100132004,0,1,0,0
RNU6-156P,0,0,0,0
MIR1299,0,0,0,0
LOC107986997,1,1,0,3
FRG1HP,2,1,0,5
PGM5P2,0,4,1,3
LOC105376058,0,0,0,0
LOC440896,0,1,0,0
FOXD4L6,0,0,0,0
CBWD6,3,1,8,6
LOC107986998,0,0,0,0
LOC105376057,0,0,0,1
MIR4477A,0,0,0,0
RNA5SP530,0,0,0,0
LOC107986999,0,0,0,0
LOC105376060,0,0,0,1
PTGER4P1,0,0,0,0
CDK2AP2P1,0,0,0,0
MYO5BP1,0,0,0,0
CDRT15P6,0,0,0,0
LOC107984035,2,5,8,17
LOC112268035,0,0,0,0
LOC105376065,0,2,2,1
RPL7AP45,0,0,0,0
RN7SL565P,0,0,0,0
LOC101928906,0,1,0,0
FAM27E2,0,0,0,0
FAM242F,0,0,0,0
LOC107987000,0,0,0,0
LOC105376063,0,0,0,0
VN2R6P,0,0,0,0
CNTNAP3B,7,7,3,2
RBM17P3,0,0,0,0
LOC100421691,0,0,0,0
RN7SL343P,0,0,0,0
LOC100420440,0,0,0,0
SPATA31A6,0,0,0,0
PTS-P1,0,0,0,0
FAM74A7,0,0,0,0
LOC112268036,0,0,0,0
FKBP4P6,0,0,0,0
SDR42E1P2,0,0,0,0
ATP5F1AP1,0,0,1,0
RAB28P3,0,0,0,0
RBPJP6,0,1,0,0
CNTNAP3P8,0,0,0,0
LOC103908605,0,0,0,0
LOC101927827,0,0,0,0
FGF7P5,0,0,0,0
FGF7P4,0,0,0,0
CNTNAP3P7,0,0,0,0
XLOC_007697,0,0,0,0
ADGRF5P2,0,0,0,0
MEP1AP4,0,0,0,0
LOC102724818,0,0,0,0
ANKRD20A7P,0,0,0,0
RNU6-599P,0,0,0,0
LOC112268044,0,0,0,0
SNX18P5,0,0,0,0
CYP4F60P,0,0,0,0
LOC100419693,0,0,0,0
CNN2P4,0,0,0,0
GXYLT1P5,0,0,0,0
LOC105376067,0,0,0,0
LOC102724922,2,2,1,0
LOC102724904,0,0,0,0
CNTNAP3P4,0,0,0,0
LOC105379434,0,0,0,0
SPATA31A5,0,0,0,0
LOC107987066,0,0,0,0
LOC100506103,0,0,0,0
FAM74A6,0,0,0,0
LOC107984126,0,0,0,0
LOC101930090,0,1,0,1
LOC105379249,0,0,0,0
SPATA31A7,0,0,0,0
FAM74A4,1,0,0,0
LOC105379435,0,0,0,0
CNTNAP3C,7,12,6,3
LOC100420438,0,0,0,0
RN7SL462P,0,0,0,0
LOC101929878,1,0,0,0
LOC105379437,0,0,0,0
FAM242D,0,0,0,0
RN7SL722P,0,0,0,0
FAM27C,0,0,0,0
FAM27E4,0,1,1,0
LOC105379807,0,0,0,0
LOC102723678,0,0,0,0
FAM242E,0,0,0,0
LOC107987007,1,2,0,0
LOC107987010,0,0,0,0
LOC101930026,0,0,0,0
LOC100132874,0,0,0,0
LOC107987008,0,1,0,2
LOC105379439,0,0,0,0
RPL7AP76,0,0,0,0
LOC105379263,1,4,0,0
RN7SL544P,0,0,0,0
LOC102724238,0,0,0,0
FGF7P6,1,0,1,1
LINC01189,1,2,0,1
FGF7P7,0,0,0,0
LOC103908604,0,0,0,0
CNTNAP3P5,0,0,0,0
RBPJP7,0,0,0,1
RAB28P2,0,0,0,0
ATP5F1AP7,0,0,0,0
SDR42E1P3,0,0,0,0
FKBP4P7,0,0,0,0
LINC01410,1,1,2,4
RNA5SP283,0,0,0,0
LOC100132249,0,0,0,0
PTGER4P2-CDK2AP2P2,0,0,0,0
PTGER4P2,0,0,0,0
CDK2AP2P2,0,0,0,0
MYO5BP2,0,0,0,0
LERFS,0,0,0,0
ADGRF5P1,0,0,0,0
FGF7P8,0,0,0,0
LOC728673,1,0,1,0
CNTNAP3P1,0,0,0,0
LOC107987006,0,0,0,0
LOC107987004,0,0,0,0
LOC107987003,0,0,0,0
BMS1P9,0,1,0,0
LOC286297,0,1,0,1
LOC105379814,0,0,2,0
AQP7P4,0,0,0,0
AQP7P1,0,0,0,0
LOC100996643,0,1,1,1
BMS1P10,0,0,0,0
LOC105379442,0,0,0,0
LOC107987009,0,0,0,0
LOC105379255,1,2,0,0
RPL7AP46,0,0,0,0
LOC100419925,0,0,0,0
CDRT15P7,0,0,0,0
MYO5BP3,0,0,0,0
CDK2AP2P3,0,0,0,0
PTGER4P3,0,0,0,0
LOC107987021,0,0,0,0
LINC00537,0,0,0,3
RNA5SP284,0,0,0,0
DUX4L50,0,0,0,0
MIR4477B,0,0,0,0
FRG1JP,0,0,1,1
LOC728877,0,1,0,1
FLJ43315,1,1,0,0
MTCO3P36,0,0,0,0
MTCO1P36,0,0,0,0
SOWAHCP4,0,0,0,0
ANKRD20A4-ANKRD20A20P,1,0,1,0
RNU6-1193P,0,0,0,0
ANKRD20A20P,0,0,0,0
SNX18P9,0,0,0,0
CYP4F45P,0,0,0,0
CYP4F25P,0,0,0,0
LOC100419691,0,0,0,0
CNN2P3,0,0,0,0
GXYLT1P6,0,0,0,0
LOC105379257,0,0,0,0
AQP7P2,0,0,0,0
LOC101929583,1,0,0,0
BMS1P11,0,0,0,0
LOC107987067,0,0,0,0
LOC107987068,0,0,0,1
IGKV1OR-2,0,0,0,0
LOC100132154,1,0,1,3
BNIP3P4,0,0,0,0
LOC100533707,0,0,0,0
VN1R49P,0,0,0,0
RNU6-1293P,0,0,0,0
LOC102724507,0,0,0,0
LOC105379443,0,0,0,0
BMS1P12,0,0,0,0
LOC112268045,0,0,0,0
IGKV1OR9-1,0,0,0,0
FOXD4L5,0,0,0,0
CBWD4P,1,2,2,5
LOC105379444,0,0,0,0
LOC107987069,0,0,0,0
LOC105379445,0,0,0,0
LOC105379446,0,0,0,0
LOC105379447,0,0,0,0
LOC105379251,0,1,2,0
CBWD5,3,2,2,5
LOC105379250,0,0,0,0
FOXD4L4,0,0,0,0
IGKV1OR-3,0,0,0,0
LOC101928381,0,0,0,0
LOC107987070,0,0,0,0
LOC107987071,0,0,0,0
BMS1P13,0,0,0,0
LOC101928195,0,1,1,1
LOC112267859,0,0,0,0
AQP7P3,0,0,0,0
GXYLT1P4,0,0,0,0
LOC392334,0,0,0,0
LOC100132599,0,0,0,0
LOC105379252,0,0,0,0
CYP4F59P,0,0,0,0
SNX18P4,0,0,0,0
ANKRD20A3P,0,0,2,2
RNU6-538P,0,0,0,0
LOC642929,0,0,0,0
MEP1AP3,0,0,0,0
CDRT15P12,0,0,0,0
LOC100419926,0,0,0,0
LOC107987072,1,1,0,2
CYP4F61P,0,0,0,0
LOC107987073,0,0,0,0
LOC105379448,0,0,0,0
RBPJP2,0,0,0,0
RAB28P4,0,0,0,0
ATP5F1AP10,0,0,0,0
SDR42E1P4,0,0,0,0
FKBP4P8,0,0,0,0
CNTNAP3P9,0,0,0,0
LOC642490,0,0,0,0
ZNF658,0,1,2,0
FAM74A3,0,1,0,0
SPATA31A3,0,0,0,0
LOC105379450,0,0,0,0
CNTNAP3P2,1,5,4,7
USP12P3,0,0,0,0
RN7SL422P,0,0,0,0
LOC100421690,0,0,0,0
RBM17P2,0,0,0,0
VN2R7P,0,0,0,0
LOC101927602,2,1,0,2
LOC105379451,0,0,0,0
LOC105379452,2,1,0,3
LOC107987074,0,0,0,0
LOC105379453,0,0,0,0
LOC102723709,0,2,0,0
FAM27E3,0,0,0,1
FAM27B,0,0,0,0
RN7SL787P,0,0,0,0
LOC107987076,0,0,0,0
LOC101928608,0,0,0,0
ANKRD20A1,0,2,0,0
RNU6-368P,0,0,0,0
LOC644249,0,0,0,0
CBWD3,4,3,1,6
FOXD4L3,0,0,0,0
LOC107987077,0,0,0,0
LOC101929800,0,0,0,1
LOC102723624,0,0,0,1
PGM5-AS1,0,0,1,0
PGM5,1,4,3,3
LOC105376070,0,0,0,0
TMEM252,0,0,0,0
TMEM252-DT,2,1,4,1
LINC01506,0,0,0,0
LOC347097,0,0,0,0
LOC105376071,0,0,0,0
PIP5K1B,7,4,4,10
PABIR1,0,0,0,0
LOC100421655,0,0,0,0
RNU6-820P,0,0,0,0
LOC101927069,0,0,0,0
PRKACG,0,0,0,0
FXN,2,5,2,2
TJP2,1,5,6,11
BANCR,2,0,0,1
FAM189A2,2,1,0,2
LOC105376074,0,1,0,0
APBA1,1,0,3,1
PTAR1,4,5,19,8
LOC105376076,0,0,0,2
CFAP95-DT,0,0,0,0
CFAP95,0,1,1,5
RN7SL570P,0,0,0,0
MAMDC2,1,3,2,4
MAMDC2-AS1,0,0,0,0
RNU2-5P,0,0,0,0
SMC5-DT,0,1,1,0
RPL24P8,0,0,0,0
SMC5,6,14,20,17
KLF9,7,8,11,13
KLF9-DT,2,4,0,1
LOC105376079,0,0,0,0
TRPM3,6,14,6,15
RN7SL726P,0,0,0,0
LOC107984011,0,0,0,0
LOC105376078,0,0,0,0
MIR204,0,0,0,0
LOC107987078,0,0,0,0
PIGUP1,0,0,0,0
LOC107987079,0,0,0,0
RPL35AP21,1,0,0,1
CEMIP2,15,27,62,42
LOC100420790,0,0,0,0
ABHD17B,2,10,2,8
C9orf85,1,9,8,7
HSPB1P1,0,2,1,0
LOC101927108,3,2,1,2
C9orf57,0,0,0,0
BTF3P4,0,0,0,0
GDA,3,3,1,4
LOC100289320,0,0,0,0
RNA5SP285,0,0,0,0
LINC01504,1,4,0,0
ZFAND5,8,14,14,17
LOC100289351,0,0,0,0
LOC105376080,0,0,0,1
TMC1,6,5,2,4
LOC101927234,0,0,0,0
LOC101927191,0,0,0,0
RPS20P24,0,0,0,0
RPS27AP15,0,0,0,0
LINC01474,0,0,0,0
ALDH1A1,0,2,1,1
CYP1D1P,1,0,0,0
LOC105376081,0,0,0,0
ANXA1,4,10,64,15
LOC105376082,0,1,0,0
LOC101927281,0,2,0,1
LOC105376084,1,1,0,2
LOC105376083,0,0,0,0
LOC102723850,0,0,0,0
DPP3P2,0,0,0,0
LOC105376085,0,0,0,0
LOC100422376,0,0,0,0
RNA5SP286,0,0,0,0
LOC100420008,0,0,0,0
LOC105376086,0,1,0,0
LOC101927329,1,3,0,1
LOC105376087,0,0,0,0
LOC101927358,0,0,0,0
RORB-AS1,0,1,0,2
RORB,1,2,0,3
LOC105376088,0,0,0,0
TRPM6,4,11,6,2
RN7SKP47,0,0,0,0
RPSAP75,0,0,0,0
RNY4P1,0,0,0,0
RNU6-445P,0,0,0,0
LOC100133316,0,0,0,0
C9orf40,1,1,1,0
CARNMT1-AS1,2,1,3,0
CARNMT1,1,4,7,4
NMRK1,1,5,7,3
OSTF1,3,8,16,9
LOC105376090,1,3,6,4
RNU6-1228P,1,0,0,0
LOC107987080,0,1,0,0
LOC100129601,0,0,0,0
OTX2P1,0,0,0,0
LOC105376091,0,2,0,0
PCSK5,10,15,13,17
RBM22P5,0,0,0,0
RFK,0,1,3,2
RPSAP9,1,2,4,2
H3P32,0,0,0,0
GCNT1,1,5,1,1
LOC105376093,0,2,0,1
PPIAP87,0,0,0,0
LOC105376095,0,0,0,0
PRUNE2,2,4,1,2
PCA3,0,0,0,0
LYPLA2P3,0,0,0,0
FOXB2,0,0,0,0
LOC105376096,0,2,0,0
ATP5MFP3,0,0,0,0
RFC5P1,0,0,0,0
VPS13A-AS1,0,0,0,0
VPS13A,7,12,17,13
GNA14,3,2,2,4
GNA14-AS1,0,0,0,0
NUTF2P3,0,0,0,0
RNU6-1303P,0,0,0,0
GNAQ,40,65,75,34
LOC107987081,0,0,0,0
LOC107987031,0,0,0,0
SYNGR2P2,1,0,0,1
RN7SKP59,0,0,0,0
ASS1P3,0,0,0,0
RPL21P84,1,1,0,0
LOC107987082,0,0,0,0
CEP78,3,5,18,12
PSAT1,2,0,0,1
LOC107987083,1,2,1,4
MTCO1P50,0,0,0,0
MTND2P8,0,0,0,0
LOC105376097,0,0,0,0
KRT18P24,0,0,0,0
LOC101927450,1,0,0,0
CHCHD2P9,0,1,0,0
LNCARSR,1,0,0,0
TLE4,24,35,57,36
LOC105376334,0,0,0,0
LINC01507,2,2,0,0
LOC105376101,0,0,0,0
NPAP1P6,0,0,0,0
LOC105376100,0,0,0,0
LOC105376099,0,0,0,0
LOC105376103,2,5,1,8
NPAP1P4,0,0,0,0
MTCO1P51,0,0,0,0
MTND2P9,0,0,0,1
RPS19P6,0,0,0,0
LOC107987084,2,2,5,6
LOC105376105,0,0,0,0
LOC107987085,0,0,0,0
LOC107987022,1,0,0,0
RPS20P25,0,0,0,0
LOC101060099,0,0,0,0
TLE1,2,14,3,7
LOC105376106,0,0,0,0
TLE1-DT,1,1,6,1
RNU6-1035P,0,0,0,0
RNA5SP287,0,0,0,0
LOC105376108,1,0,0,1
SPATA31D5P,0,0,0,0
SPATA31D4,0,0,0,0
SPATA31D3,0,0,0,0
SPATA31D2P,0,0,0,0
LOC105376107,4,5,1,10
SPATA31D1,0,0,0,0
SPATA31B1P,0,0,0,0
DDX10P2,0,0,0,0
RPS2P34,0,0,0,0
LOC112268046,0,0,0,1
MTCO3P40,0,0,0,0
NPAP1P8,0,0,0,0
LOC442427,0,0,0,0
LOC107987086,0,0,0,0
LOC107987087,3,3,2,4
LOC105376110,0,0,0,0
RPS6P12,0,0,0,0
RASEF,0,2,0,0
LOC112268037,0,0,0,0
RN7SKP242,0,0,0,0
FRMD3-AS1,0,0,0,1
FRMD3,5,6,2,6
RNU4-29P,0,0,0,0
RNU4-15P,0,0,0,0
IDNK,0,0,2,5
UBQLN1,17,18,26,15
UBQLN1-AS1,2,1,0,1
GKAP1,1,3,4,8
LOC101927552,0,0,0,0
KIF27,0,6,3,1
LOC105376335,0,0,0,0
